district,city,distance,area,rating,price,facilities
Tan Binh,Ho Chi Minh City,5000,#VALUE!,7.6,936479,
District 1,Ho Chi Minh City,1100,16,8.3,557029,
District 1,Ho Chi Minh City,2400,25,8.8,400000,"Apartments,Kitchen,Free-WiFi,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Elevator,Parking-on-site,Grocery-deliveries"
District 1,Ho Chi Minh City,3100,#VALUE!,8.6,509392,
District 1,Ho Chi Minh City,1600,#VALUE!,6.9,424729,
Tan Binh,Ho Chi Minh City,5600,30,5.1,341100,"Apartments,Private-Bathroom,Non-smoking-rooms,Elevator"
District 7,Ho Chi Minh City,5600,77,9,1575000,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Bathtub"
District 1,Ho Chi Minh City,600,25,8.4,767200,"Apartments,Kitchen,City-view,Free-WiFi,Bathtub,Air-conditioning,Non-smoking-rooms,Baggage-storage,Elevator"
,Ho Chi Minh City,6000,70,,1299000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
District 1,Ho Chi Minh City,300,35,9,4999995,
District 1,Ho Chi Minh City,1200,45,8.6,823200,"Apartments,Kitchen,Free-WiFi,Bathtub,Air-conditioning,Key-card-access,Non-smoking-rooms,Baggage-storage,Heating,Elevator"
Binh Thanh,Ho Chi Minh City,3800,82,4.5,1710000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,1000,#VALUE!,9.3,1200000,"Kitchen,River-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Air-conditioning,Private-Bathroom,Daily-housekeeping"
Binh Thanh,Ho Chi Minh City,2400,26,8.8,990012,"Apartments,Kitchen,Garden,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
,Ho Chi Minh City,1000,30,9.5,990000,"Entire-apartment,Size,View,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
District 1,Ho Chi Minh City,1400,44,9.7,1600000,"Apartments,Kitchen,View,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 3,Ho Chi Minh City,1800,#VALUE!,8.9,774700,"Apartments,Garden,BBQ-facilities,Free-WiFi,Private-Bathroom,Key-card-access,Baggage-storage,Parking-on-site"
District 2,Ho Chi Minh City,1800,65,,1458000,"Size,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Terrace,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,300,25,,352000,"Entire-apartment,Size,Kitchen,Pet-friendly,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
District 7,Ho Chi Minh City,4400,19,8.3,495000,"Apartments,Free-WiFi,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Elevator"
Phu Nhuan,Ho Chi Minh City,5100,36,8.9,900000,"Apartments,Garden,BBQ-facilities,Free-WiFi,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Safe,Elevator"
Binh Thanh,Ho Chi Minh City,5300,#VALUE!,7.7,531000,
District 4,Ho Chi Minh City,800,88,7.7,2000000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,5200,#VALUE!,9.1,884360,
District 1,Ho Chi Minh City,1100,25,7.9,1079730,"Apartments,Kitchen,View,Garden,Swimming-pool,BBQ-facilities,Free-WiFi,Terrace,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,1000,28,9.3,1112000,"Apartments,Kitchen,City-view,Swimming-pool,BBQ-facilities,Washing-machine,Air-conditioning,Private-Bathroom,Non-smoking-rooms,Parking-on-site"
District 7,Ho Chi Minh City,5000,77,7.5,1800000,"Apartments,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning"
District 7,Ho Chi Minh City,4500,35,9.1,1000000,"Apartments,Kitchen,City-view,Free-WiFi,Terrace,Balcony,Free-parking,Bathtub,Air-conditioning,24-hour-front-desk"
Binh Tan District,Ho Chi Minh City,9500,#VALUE!,7.8,344311,
District 7,Ho Chi Minh City,5000,77,7.5,1800000,"Apartments,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning"
District 2,Ho Chi Minh City,5300,35,8.9,2106000,
District 1,Ho Chi Minh City,450,27,8.1,584000,
Tan Binh,Ho Chi Minh City,5600,#VALUE!,6.9,477083,
District 1,Ho Chi Minh City,2200,108,,2539350,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna"
Tan Binh,Ho Chi Minh City,5300,35,9.3,684000,"Apartments,Kitchen,View,Pet-friendly,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms"
District 1,Ho Chi Minh City,1400,#VALUE!,8.6,2736093,"Apartments,Swimming-pool,Free-WiFi,Private-Bathroom,24-hour-front-desk,Non-smoking-rooms,Safe,Elevator,Parking-on-site"
Go Vap District ,Ho Chi Minh City,9400,#VALUE!,8.4,467178,
Tan Binh,Ho Chi Minh City,5200,37,8.4,1500000,"Garden,Swimming-pool,BBQ-facilities,Free-WiFi,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Elevator"
District 1,Ho Chi Minh City,800,90,9.7,7968329,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access"
Binh Thanh,Ho Chi Minh City,3600,45,7.5,988000,"Kitchen,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,24-hour-front-desk"
District 2,Ho Chi Minh City,7000,40,8.6,704000,"Kitchen,City-view,Free-WiFi,Terrace,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Non-smoking-rooms"
Binh Thanh,Ho Chi Minh City,3800,22,7.6,584100,
District 7,Ho Chi Minh City,8000,60,6.5,900000,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony"
District 1,Ho Chi Minh City,1400,#VALUE!,8.5,990000,
District 10,Ho Chi Minh City,2700,#VALUE!,9.7,513396,"Apartments,Free-WiFi,Free-parking,Private-Bathroom,Parking-on-site"
District 1,Ho Chi Minh City,1100,78,9,7105872,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning,24-hour-front-desk"
Binh Thanh,Ho Chi Minh City,3300,40,7.7,990000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Air-conditioning,Private-Bathroom,Key-card-access,Daily-housekeeping"
District 4,Ho Chi Minh City,1000,30,9.3,1040000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
Tan Binh,Ho Chi Minh City,5400,50,8.8,1150000,"Apartments,City-view,Swimming-pool,Free-WiFi,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Safe,Baggage-storage"
Binh Thanh,Ho Chi Minh City,3500,30,6.8,450000,"Apartments,Kitchen,View,Garden,Pet-friendly,Washing-machine,Free-parking,Air-conditioning,Private-Bathroom,Daily-housekeeping"
District 4,Ho Chi Minh City,900,30,9.4,1013650,"Apartments,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk"
Binh Tan District,Ho Chi Minh City,12000,#VALUE!,6.4,640000,
District 1,Ho Chi Minh City,900,79,9.8,1900000,"Size,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
Tan Binh,Ho Chi Minh City,5400,25,9,580000,"Kitchen,City-view,Pet-friendly,Washing-machine,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,Non-smoking-rooms,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3800,22,7.6,584100,
District 1,Ho Chi Minh City,2700,20,8.9,567000,"Entire-apartment,Size,River-view,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Elevator"
District 7,Ho Chi Minh City,3300,65,8.2,1500000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk"
District 5,Ho Chi Minh City,2900,55,8.6,1556100,
,Ho Chi Minh City,1000,30,9.5,990000,"Entire-apartment,Size,View,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
District 1,Ho Chi Minh City,1300,51,8.4,2500000,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning,24-hour-front-desk"
District 1,Ho Chi Minh City,1100,#VALUE!,7.4,1200000,
District 2,Ho Chi Minh City,5400,79,8.4,982080,"Apartments,Kitchen,View,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
Binh Thanh,Ho Chi Minh City,3600,56,9,1125000,"Apartments,City-view,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,5000,77,7.1,1396500,"Kitchen,View,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Free-WiFi,Terrace,Balcony,Free-parking"
District 4,Ho Chi Minh City,1000,#VALUE!,9.3,1200000,"Kitchen,River-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Air-conditioning,Private-Bathroom,Daily-housekeeping"
District 4,Ho Chi Minh City,900,28,8.4,1260000,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Elevator"
District 1,Ho Chi Minh City,1300,35,8.3,700000,
District 7,Ho Chi Minh City,4600,#VALUE!,9.3,1008423,
District 1,Ho Chi Minh City,800,20,8.2,700000,
District 1,Ho Chi Minh City,700,15,5.3,414000,
,Ho Chi Minh City,11000,#VALUE!,8.4,8229700,
District 2,Ho Chi Minh City,5900,45,9.5,1071600,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning"
District 1,Ho Chi Minh City,400,#VALUE!,8.4,1867320,
District 1,Ho Chi Minh City,1100,40,7.1,4860640,
District 4,Ho Chi Minh City,1000,30,9.1,950000,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 4,Ho Chi Minh City,1000,27,8.4,1030500,"Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Key-card-access,Non-smoking-rooms,Elevator"
District 1,Ho Chi Minh City,1000,25,8.9,807500,
District 7,Ho Chi Minh City,4700,#VALUE!,7,1093500,
Binh Thanh,Ho Chi Minh City,3600,55,9.1,1863971,"Kitchen,City-view,Garden,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Heating"
Binh Thanh,Ho Chi Minh City,3800,22,7.6,584100,
District 4,Ho Chi Minh City,900,30,8.3,1160000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Key-card-access"
District 1,Ho Chi Minh City,350,75,8.8,11613360,
District 4,Ho Chi Minh City,1000,115,9.3,2400000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Terrace,Balcony,Air-conditioning"
Tan Binh,Ho Chi Minh City,5300,35,9.3,684000,"Apartments,Kitchen,View,Pet-friendly,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms"
District 1,Ho Chi Minh City,900,#VALUE!,7.8,2496000,
District 3,Ho Chi Minh City,1200,10,8.3,535000,
Binh Thanh,Ho Chi Minh City,3800,55,8.5,1395000,"Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub"
District 7,Ho Chi Minh City,4600,51,8.9,3177900,"Apartments,Kitchen,City-view,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,4900,37,7,690000,"Kitchen,City-view,Garden,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Free-parking,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,2200,108,,2539350,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna"
District 2,Ho Chi Minh City,7300,50,9.1,570000,"Kitchen,City-view,BBQ-facilities,Washing-machine,Terrace,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Daily-housekeeping"
District 1,Ho Chi Minh City,1500,33,9.2,1100000,"City-view,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Safe,Baggage-storage"
Thu Duc District,Ho Chi Minh City,8900,60,7.7,800000,"City-view,Pet-friendly,Swimming-pool,Free-WiFi,Free-parking,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Safe,Baggage-storage"
District 5,Ho Chi Minh City,3600,20,8,547400,"Apartments,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
District 7,Ho Chi Minh City,4700,#VALUE!,8.1,1375000,
District 7,Ho Chi Minh City,4600,48,8.5,1714650,"Apartments,Garden,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
District 3,Ho Chi Minh City,1000,38,3,761400,"Apartments,Kitchen,View,Garden,Pet-friendly,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,1800,55,8.2,1500000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
District 4,Ho Chi Minh City,1000,40,8.2,1150000,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub,Air-conditioning"
District 1,Ho Chi Minh City,300,27,7.6,1348200,
District 4,Ho Chi Minh City,900,40,8.8,1008000,"Apartments,Garden,Swimming-pool,BBQ-facilities,Free-WiFi,Private-Bathroom,Non-smoking-rooms,Elevator,Parking-on-site"
District 4,Ho Chi Minh City,900,38,7.8,1105000,"Kitchen,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,5700,55,9.4,604314,"Kitchen,View,Garden,Swimming-pool,Washing-machine,Terrace,Balcony,Air-conditioning,Private-Bathroom,24-hour-front-desk"
Binh Thanh,Ho Chi Minh City,3400,#VALUE!,10,1020000,"Entire-apartment,Kitchen,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Elevator"
District 7,Ho Chi Minh City,4600,48,8.5,1714650,"Apartments,Garden,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
Phu Nhuan,Ho Chi Minh City,3000,25,9.1,803600,"Apartments,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Safe,Elevator"
District 1,Ho Chi Minh City,400,35,7.8,1755000,
District 2,Ho Chi Minh City,6600,60,8.5,2358510,"Apartments,Kitchen,Garden,Swimming-pool,Free-WiFi,Terrace,Balcony,Free-parking,Bathtub,Air-conditioning"
District 7,Ho Chi Minh City,5000,77,7.1,1396500,"Kitchen,View,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Free-WiFi,Terrace,Balcony,Free-parking"
Binh Thanh,Ho Chi Minh City,3000,32,8.6,1684800,
District 7,Ho Chi Minh City,5200,50,7.9,1197000,"Apartments,City-view,Garden,Swimming-pool,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access"
District 3,Ho Chi Minh City,1500,22,8.7,944775,
District 1,Ho Chi Minh City,800,50,7.7,1309000,
District 3,Ho Chi Minh City,1800,31,8.8,1869999,"Apartments,City-view,Swimming-pool,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
Binh Thanh,Ho Chi Minh City,3600,56,9,1125000,"Apartments,City-view,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,500,40,6.6,1250000,"Apartments,Kitchen,City-view,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Non-smoking-rooms,Shuttle-service-(free)"
District 4,Ho Chi Minh City,1100,#VALUE!,8.3,1764450,
District 3,Ho Chi Minh City,2000,26,9.3,1040000,
District 1,Ho Chi Minh City,1700,90,,2584000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub"
District 7,Ho Chi Minh City,7500,30,8,600000,"Apartments,Kitchen,View,Pet-friendly,Washing-machine,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Elevator"
District 1,Ho Chi Minh City,900,25,8.2,767200,"Apartments,Kitchen,Free-WiFi,Bathtub,Air-conditioning,Non-smoking-rooms,Safe,Baggage-storage,Heating,Elevator"
District 1,Ho Chi Minh City,1800,30,9.2,2286884,"Kitchen,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Safe,Baggage-storage"
District 7,Ho Chi Minh City,5000,77,8,1450393,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning"
District 1,Ho Chi Minh City,450,#VALUE!,7.7,2601290,
Phu Nhuan,Ho Chi Minh City,4400,56,7.8,3290000,
District 1,Ho Chi Minh City,2000,46,8.7,3337950,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Non-smoking-rooms"
Binh Thanh,Ho Chi Minh City,4500,#VALUE!,7.9,567000,
Binh Thanh,Ho Chi Minh City,3700,61,8,2009000,"Apartments,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
Tan Binh,Ho Chi Minh City,5200,40,8.7,849000,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
District 4,Ho Chi Minh City,1100,#VALUE!,8.3,1764450,
District 4,Ho Chi Minh City,900,35,,934800,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,2400,26,8.3,638000,"Apartments,Kitchen,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,Non-smoking-rooms,Baggage-storage,Parking-on-site"
District 1,Ho Chi Minh City,700,20,7.1,448000,"Apartments,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Non-smoking-rooms"
District 5,Ho Chi Minh City,3600,20,8,547400,"Apartments,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
Binh Thanh,Ho Chi Minh City,2200,35,8.6,400000,"Apartments,Kitchen,City-view,Pet-friendly,Washing-machine,Terrace,Air-conditioning,Private-Bathroom,Key-card-access,Daily-housekeeping"
District 1,Ho Chi Minh City,350,#VALUE!,7.8,1589999,
District 2,Ho Chi Minh City,7000,45,8.7,780000,"Apartments,View,Garden,BBQ-facilities,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,Key-card-access,Daily-housekeeping"
District 4,Ho Chi Minh City,1000,30,8.2,1089000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking"
Binh Thanh,Ho Chi Minh City,3000,16,7.5,823313,"Apartments,Kitchen,Washing-machine,Air-conditioning,Private-Bathroom,Key-card-access,Non-smoking-rooms,Baggage-storage,Elevator"
District 1,Ho Chi Minh City,1500,33,9.2,1100000,"City-view,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Safe,Baggage-storage"
District 3,Ho Chi Minh City,1200,57,8.7,5544000,
District 3,Ho Chi Minh City,1300,38,7.5,828000,"Apartments,Kitchen,City-view,Garden,BBQ-facilities,Washing-machine,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk"
District 1,Ho Chi Minh City,1000,#VALUE!,8.1,2280346,
District 1,Ho Chi Minh City,600,25,7.4,749000,
Binh Thanh,Ho Chi Minh City,2800,30,8.9,551310,"Kitchen,Washing-machine,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Elevator,Parking-on-site"
District 10,Ho Chi Minh City,3100,#VALUE!,8.2,1589999,
District 1,Ho Chi Minh City,1400,30,7.6,2910600,
District 1,Ho Chi Minh City,1200,38,7.9,1987875,"Apartments,Kitchen,City-view,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
Tan Binh,Ho Chi Minh City,5800,55,8.8,1549500,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
Phu Nhuan,Ho Chi Minh City,3700,27,8.3,929628,"Kitchen,Garden,Pet-friendly,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
Tan Binh,Ho Chi Minh City,5200,36,9.4,757350,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,900,70,9,14730000,"View,Swimming-pool,Free-WiFi,Free-parking,Bathtub,Air-conditioning,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Safe"
District 4,Ho Chi Minh City,1000,30,7.4,1147500,"Apartments,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,3400,80,9.5,1680000,"Kitchen,View,Garden,Pet-friendly,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
District 4,Ho Chi Minh City,1000,30,8.2,1089000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking"
,Ho Chi Minh City,3500,78,,2000000,"Entire-apartment,Size,Kitchen,View,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Parking-on-site"
District 8,Ho Chi Minh City,4300,28,7.9,544000,
District 4,Ho Chi Minh City,900,54,8.3,1080000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 7,Ho Chi Minh City,5200,50,7.9,1197000,"Apartments,City-view,Garden,Swimming-pool,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access"
District 1,Ho Chi Minh City,350,67,9.2,8487000,
District 1,Ho Chi Minh City,450,#VALUE!,7.6,2713865,
District 1,Ho Chi Minh City,1100,35,8,1080000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Free-WiFi,Terrace,Air-conditioning,Private-Bathroom,24-hour-front-desk"
District 4,Ho Chi Minh City,1000,99,8.5,2250000,"Size,Kitchen,River-view,Swimming-pool,Free-WiFi,Terrace,Balcony,Bathtub,Air-conditioning,Non-smoking-rooms"
District 1,Ho Chi Minh City,1000,32,7.4,2205000,
District 7,Ho Chi Minh City,7500,30,8,600000,"Apartments,Kitchen,View,Pet-friendly,Washing-machine,Air-conditioning,Private-Bathroom,Daily-housekeeping,Non-smoking-rooms,Elevator"
District 3,Ho Chi Minh City,2300,15,9,580000,
Binh Thanh,Ho Chi Minh City,3500,80,9,1830000,"Apartments,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,1000,30,8.3,1089000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,5400,#VALUE!,8.6,550000,"Apartments,Free-WiFi,Free-parking,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Baggage-storage,Elevator"
District 4,Ho Chi Minh City,900,38,8.5,1119200,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,1000,15,9.5,871909,
Tan Binh,Ho Chi Minh City,9100,40,8.4,1058824,
Phu Nhuan,Ho Chi Minh City,3500,20,9.6,975000,"Apartments,Kitchen,View,Garden,Swimming-pool,Bathtub,Air-conditioning,Key-card-access,Non-smoking-rooms,Safe"
Binh Thanh,Ho Chi Minh City,4300,#VALUE!,7.2,450000,"Pet-friendly,Free-WiFi,Free-parking,Parking-on-site"
District 1,Ho Chi Minh City,2000,25,7.7,780000,"Entire-apartment,Size,View,Air-conditioning,Parking-on-site"
District 1,Ho Chi Minh City,300,#VALUE!,7.8,2040000,
District 1,Ho Chi Minh City,1000,#VALUE!,7.9,2016075,
District 1,Ho Chi Minh City,1200,#VALUE!,8.4,9020000,"View,Garden,Swimming-pool,Free-WiFi,Free-parking,Bathtub,Air-conditioning,24-hour-front-desk,Key-card-access,Non-smoking-rooms"
District 1,Ho Chi Minh City,200,#VALUE!,8,1404000,
District 7,Ho Chi Minh City,5400,#VALUE!,8.6,550000,"Apartments,Free-WiFi,Free-parking,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Baggage-storage,Elevator"
Tan Binh,Ho Chi Minh City,5400,#VALUE!,8.6,1200000,"Apartments,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms,Safe"
District 1,Ho Chi Minh City,800,50,8.4,6756539,
District 3,Ho Chi Minh City,1100,#VALUE!,7.9,2537441,
District 1,Ho Chi Minh City,2000,25,9.4,1320500,"Kitchen,City-view,Free-WiFi,Air-conditioning,Private-Bathroom,Key-card-access,Daily-housekeeping,Grocery-deliveries"
District 3,Ho Chi Minh City,1500,32,8.7,2454375,"Apartments,City-view,Swimming-pool,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
District 1,Ho Chi Minh City,600,37,7.7,2160000,
Binh Thanh,Ho Chi Minh City,3200,25,7.8,686000,
Go Vap District ,Ho Chi Minh City,8900,21,8.1,600000,
District 1,Ho Chi Minh City,1800,25,8,602953,
